qid,caption_count,grouping,group_count,requires_multiple,coverage,reference_consistency,reason_zh,groups,missing_zh
videomme:647-3,0,not_reviewable,0,unclear,unclear,unclear,历史仅技术失败,,
videomme:648-1,0,not_reviewable,0,unclear,unclear,unclear,历史仅技术失败,,
videomme:648-2,0,not_reviewable,0,unclear,unclear,unclear,历史仅技术失败,,
videomme:648-3,0,not_reviewable,0,unclear,unclear,unclear,历史仅技术失败,,
videomme:649-1,0,not_reviewable,0,unclear,unclear,unclear,历史仅技术失败,,
videomme:649-2,0,not_reviewable,0,unclear,unclear,unclear,历史仅技术失败,,
videomme:649-3,0,not_reviewable,0,unclear,unclear,unclear,历史仅技术失败,,
videomme:650-1,0,not_reviewable,0,unclear,unclear,unclear,历史仅技术失败,,
videomme:650-2,69,multi,2,yes,sufficient,consistent,视频包含两个主要的事件段落：前半部分（约340-550秒）讲述Apollo 1的火灾悲剧，后半部分（约2200-2680秒）讲述Apollo 13的氧气罐爆炸危机。问题询问遭遇失败的任务，需结合这两个独立事件组的信息才能得出完整答案（Mission 1和Mission 13）。,G01 340.0-550.0s 阿波罗1号火灾事故 | G02 2200.0-2680.0s 阿波罗13号氧气罐爆炸,
videomme:650-3,0,not_reviewable,0,unclear,unclear,unclear,历史仅技术失败,,
videomme:651-2,0,not_reviewable,0,unclear,unclear,unclear,历史仅技术失败,,
videomme:651-3,0,not_reviewable,0,unclear,unclear,unclear,历史仅技术失败,,
videomme:652-1,0,not_reviewable,0,unclear,unclear,unclear,历史仅技术失败,,
videomme:652-2,0,not_reviewable,0,unclear,unclear,unclear,历史仅技术失败,,
videomme:652-3,0,not_reviewable,0,unclear,unclear,unclear,历史仅技术失败,,
videomme:653-2,0,not_reviewable,0,unclear,unclear,unclear,历史仅技术失败,,
videomme:653-3,0,not_reviewable,0,unclear,unclear,unclear,历史仅技术失败,,
videomme:654-1,0,not_reviewable,0,unclear,unclear,unclear,历史仅技术失败,,
videomme:654-2,0,not_reviewable,0,unclear,unclear,unclear,历史仅技术失败,,
videomme:655-1,10,multi,2,yes,sufficient,consistent,题目询问Masu的误解。需要结合两组信息：一是Masu在视频中的具体经历和描述（看到海水多次进退，觉得奇怪但似乎未意识到危险或规模，对应选项B的反面即她可能以为只是普通潮汐或单波现象）；二是旁白对海啸本质的科普（海啸是一系列波，非单一波）。只有联合这两组语义，才能推断出她因缺乏对“海啸非单一波”这一特性的认知而产生的误解。,G01 360.0-380.0s Masu目击多波海啸并拍照 | G02 340.0-360.0s 旁白解释海啸波列特性,
videomme:655-2,0,not_reviewable,0,unclear,unclear,unclear,历史有题目/判定记录，但没有可恢复的caption选择或时间窗口,,
videomme:655-3,34,multi,2,yes,sufficient,consistent,证据分布在两个不同的语义组：一是片头标题卡的文字信息（C00214-C00215），二是中段的历史影像与目击者叙述（C00233-C00236）。虽然单看标题卡即可回答，但为了全面确认视频内容对事件的描述（包括视觉重现和专家/目击者视角），需要联合这两部分证据来构建完整的叙事逻辑，且两者分别对应“定义”和“现象展示”。,G01 2140.0-2160.0s 标题卡直接说明来源为滑坡 | G02 2330.0-2370.0s 目击者描述及山体崩塌画面,
videomme:656-1,0,not_reviewable,0,unclear,unclear,unclear,历史仅技术失败,,
videomme:656-2,0,not_reviewable,0,unclear,unclear,unclear,历史仅技术失败,,
videomme:656-3,0,not_reviewable,0,unclear,unclear,unclear,历史仅技术失败,,
videomme:657-1,0,not_reviewable,0,unclear,unclear,unclear,历史仅技术失败,,
videomme:657-2,0,not_reviewable,0,unclear,unclear,unclear,历史仅技术失败,,
videomme:657-3,0,not_reviewable,0,unclear,unclear,unclear,历史仅技术失败,,
videomme:658-1,0,not_reviewable,0,unclear,unclear,unclear,历史仅技术失败,,
videomme:658-2,0,not_reviewable,0,unclear,unclear,unclear,历史仅技术失败,,
videomme:658-3,0,not_reviewable,0,unclear,unclear,unclear,历史仅技术失败,,
videomme:659-1,0,not_reviewable,0,unclear,unclear,unclear,历史仅技术失败,,
videomme:659-2,0,not_reviewable,0,unclear,unclear,unclear,历史仅技术失败,,
videomme:659-3,0,not_reviewable,0,unclear,unclear,unclear,历史仅技术失败,,
videomme:660-1,18,multi,2,yes,sufficient,consistent,参考答案指向“天堂阶梯”庄园的建筑。证据需结合外部宏大的阶梯/金字塔景观（G01）与内部精细的石块砌筑及拱顶结构（G02），共同构成支持“更先进”这一结论的具体建筑证据。,G01 1210.0-1890.0s “天堂阶梯”遗址的宏大建筑外观 | G02 1890.0-1930.0s 内部精细的石砌工艺与拱顶结构,
videomme:660-2,7,multi,3,yes,sufficient,consistent,证据链跨越多个语义阶段：首先是从考古现场提取牙齿样本（G01），接着是实验室中对样本内食物颗粒的特写观察（G02），最后通过展示多种农作物（辣椒、玉米）的场景来具体化“多样化饮食”的内容（G03）。回答该问题需要联合这些步骤来理解如何通过牙结石分析得出财富结论。,G01 1470.0-1490.0s 牙齿样本提取与封装 | G02 1490.0-1500.0s 食物颗粒显微观察 | G03 1500.0-1520.0s 多样化饮食场景佐证,
videomme:660-3,19,multi,3,yes,partial,consistent,题目询问雕刻发现所暗示的文明特征。回答需要结合：1. G01中展示的特定艺术风格（羽蛇神）；2. G03中表现的复杂宗教仪式活动；3. G02中专家的解读视角。单一组别无法完整支撑从“物体”到“社会政治含义”的推导，需联合多组证据。,G01 2040.0-2160.0s 乌斯马尔遗址的羽蛇神雕刻 | G02 2080.0-2160.0s 专家访谈与历史背景解说 | G03 2100.0-2190.0s 宗教仪式场景重现,Caption文本未直接包含明确阐述‘新政治意识形态’或‘宗教教派兴起’的具体旁白文字，主要依赖视觉符号（雕刻+仪式）与常识推断。
videomme:661-1,0,not_reviewable,0,unclear,unclear,unclear,历史仅技术失败,,
videomme:661-2,0,not_reviewable,0,unclear,unclear,unclear,历史仅技术失败,,
videomme:661-3,49,multi,8,yes,sufficient,consistent,问题询问国际法下武器限制的引入顺序。视频按时间线性介绍了八类不同的武器/物质：化学武器、生物武器、地雷、激光、扩张/爆炸子弹、不可探测碎片、火焰武器、集束炸弹。回答此题需要联合所有八个语义组的信息来构建完整序列，单一组无法提供全部答案。选项A的顺序与视频叙述完全一致。,G01 1330.0-1380.0s 化学武器与毒药 | G02 1380.0-1420.0s 生物制剂 | G03 1420.0-1520.0s 地雷 | G04 1520.0-1560.0s 激光武器 | G05 1560.0-1650.0s 扩张型与爆炸型子弹 | G06 1650.0-1700.0s 不可探测碎片武器 | G07 1700.0-1760.0s 喷火器与火焰武器 | G08 1760.0-1820.0s 集束炸弹,
videomme:662-1,0,not_reviewable,0,unclear,unclear,unclear,历史仅技术失败,,
videomme:662-2,0,not_reviewable,0,unclear,unclear,unclear,历史仅技术失败,,
videomme:662-3,0,not_reviewable,0,unclear,unclear,unclear,历史仅技术失败,,
videomme:663-1,0,not_reviewable,0,unclear,unclear,unclear,历史仅技术失败,,
videomme:663-2,0,not_reviewable,0,unclear,unclear,unclear,历史有题目/判定记录，但没有可恢复的caption选择或时间窗口,,
videomme:663-3,30,multi,3,yes,sufficient,consistent,视频通过多个阶段构建论证：首先介绍案件背景和当事人（G01），接着通过屏幕文字明确提出核心争议点即Johnson是否为双胞胎的生父（G02），最后通过DNA测试结果和法官宣判来回应这一争议（G03）。回答需要综合这些片段才能完整理解“第二个案例”的主要论点。,G01 1030.0-1060.0s 案件背景与当事人介绍 | G02 1220.0-1610.0s 争议焦点：是否仅为部分生父 | G03 1640.0-1910.0s DNA结果与最终裁决,
videomme:664-1,192,multi,2,yes,sufficient,consistent,视频包含两个独立的法庭案件片段（C00000-C00096和C00102-C00194），均围绕确定孩子生物学父亲这一核心主题展开，需综合两组证据才能准确概括视频主旨。,G01 0.0-970.0s 案件一：Joshua质疑女儿生父 | G02 1030.0-1890.0s 案件二：Taylor寻找生父,
videomme:664-2,0,not_reviewable,0,unclear,unclear,unclear,历史仅技术失败,,
videomme:664-3,0,not_reviewable,0,unclear,unclear,unclear,历史仅技术失败,,
videomme:665-1,0,not_reviewable,0,unclear,unclear,unclear,历史仅技术失败,,
videomme:665-2,0,not_reviewable,0,unclear,unclear,unclear,历史仅技术失败,,
videomme:665-3,0,not_reviewable,0,unclear,unclear,unclear,历史仅技术失败,,
videomme:666-1,0,not_reviewable,0,unclear,unclear,unclear,历史仅技术失败,,
videomme:666-2,0,not_reviewable,0,unclear,unclear,unclear,历史仅技术失败,,
videomme:666-3,0,not_reviewable,0,unclear,unclear,unclear,历史有题目/判定记录，但没有可恢复的caption选择或时间窗口,,
videomme:667-1,0,not_reviewable,0,unclear,unclear,unclear,历史仅技术失败,,
videomme:667-2,0,not_reviewable,0,unclear,unclear,unclear,历史仅技术失败,,
videomme:667-3,35,multi,4,yes,sufficient,consistent,视频按时间顺序展示了四个主要法律程序阶段：逮捕、内部案件策略讨论、陪审团遴选规则讲解、以及法庭上的物证出示。这四个阶段分别对应选项B中的四个事件，且顺序一致，因此需要联合多个语义组来回答。,G01 210.0-310.0s 警察逮捕嫌疑人 | G02 380.0-430.0s 检察官讨论案件 | G03 610.0-780.0s 辩护律师讨论陪审团 | G04 870.0-900.0s 出示枪支证据,
videomme:668-1,0,not_reviewable,0,unclear,unclear,unclear,历史仅技术失败,,
videomme:668-2,0,not_reviewable,0,unclear,unclear,unclear,历史仅技术失败,,
videomme:668-3,37,multi,4,yes,sufficient,consistent,题目要求排序事件出现的顺序。根据Caption的时间戳和内容：1. C00006-C00012是NFT定义；2. C00057-C00066是NBA Top Shots；3. C00067-C00073是Bored Ape；4. C00161开始是NFT是否证券的讨论。这四个阶段清晰对应选项D的顺序，且必须联合多个时间段的事件才能确定完整顺序。,G01 60.0-130.0s NFT定义与区块链介绍 | G02 570.0-670.0s NBA Top Shots案例 | G03 670.0-740.0s Bored Ape Yacht Club案例 | G04 1610.0-1730.0s NFT是否属于证券的讨论,
videomme:669-1,183,multi,4,yes,sufficient,consistent,视频由多个独立事件组成，每个事件对应一部电影的特定情节片段。主持人先播放片段，再结合画面内容进行法律知识点讲解。这种“片段+解说”的结构在四个不同的电影案例中重复出现，需联合多个语义组才能确认整体呈现方式符合选项B。,G01 40.0-640.0s 《义海雄风》片段讲解 | G02 640.0-950.0s 《十二怒汉》片段讲解 | G03 950.0-1360.0s 《伸张正义》片段讲解 | G04 1360.0-1800.0s 《永不妥协》片段讲解,
videomme:669-2,0,not_reviewable,0,unclear,unclear,unclear,历史有题目/判定记录，但没有可恢复的caption选择或时间窗口,,
videomme:669-3,24,multi,3,yes,sufficient,consistent,问题询问双方坐下来讨论的议题。证据分布在多个语义组：首先确认是和解讨论（G01），接着深入探讨赔偿金额的分配逻辑（G02）以及基于具体身体伤害（damages）的谈判依据（G03）。回答需要综合这些关于“赔偿”和“伤害”的论述才能得出选项A（被告对原告造成的损害赔偿问题）为正确答案，单一组别不足以完整支撑该结论。,G01 1350.0-1390.0s 场景识别与背景介绍 | G02 1390.0-1460.0s 赔偿金额与人数关系分析 | G03 1460.0-1590.0s 具体伤害案例与谈判策略,
videomme:670-1,0,not_reviewable,0,unclear,unclear,unclear,历史仅技术失败,,
videomme:670-2,0,not_reviewable,0,unclear,unclear,unclear,历史仅技术失败,,
videomme:670-3,0,not_reviewable,0,unclear,unclear,unclear,历史仅技术失败,,
videomme:671-1,0,not_reviewable,0,unclear,unclear,unclear,历史仅技术失败,,
videomme:671-2,62,multi,4,yes,sufficient,consistent,视频按时间顺序依次展示了：1.拆卸门封(C00026-C00035)；2.处理/清洁软管(C00053-C00085)；3.展示门封浸泡后的惊人效果(C00094-C00105)；4.清洁洗涤剂抽屉(C00106-C00112)。这符合选项C的顺序 (a)(c)(b)(d)。需要联合多个时间段的事件才能确定完整顺序。,G01 260.0-360.0s 拆卸洗衣机门封 | G02 530.0-860.0s 清洁软管以除霉 | G03 940.0-1060.0s 漂白剂浸泡后的惊人效果 | G04 1060.0-1130.0s 清洁洗涤剂抽屉,
videomme:671-3,0,not_reviewable,0,unclear,unclear,unclear,历史仅技术失败,,
videomme:672-1,0,not_reviewable,0,unclear,unclear,unclear,历史仅技术失败,,
videomme:672-2,11,multi,4,yes,partial,unclear,视频按时间顺序展示了下犬式(320s)、疑似扭转动作(670s)、骆驼式(1220s)和仰卧蝴蝶式(1690s)。虽然中间动作描述略有模糊，但整体顺序支持D选项(b)(d)(c)(a)。因缺少对(d)的明确命名确认，覆盖度记为partial，一致性存疑。,G01 320.0-340.0s 下犬式引入 | G02 670.0-680.0s 坐姿/站姿扭转疑似 | G03 1220.0-1230.0s 骆驼式引入 | G04 1690.0-1710.0s 仰卧束角式引入,明确标识'Seated chair twist'名称或更清晰的坐姿扭转画面以确证(d)
videomme:672-3,0,not_reviewable,0,unclear,unclear,unclear,历史仅技术失败,,
videomme:673-1,0,not_reviewable,0,unclear,unclear,unclear,历史仅技术失败,,
